yr,temp,weathersit,atemp,hum,windspeed,cnt,cnt_scaled,pred,res,A1,A2,A3,A4,A5,A6,A7,A8
0,0.733333,1,0.671092,0.685,0.131225,4098,-0.20975967123761854,0.10535512864589691,-0.31511479988351543,0.7862581014633179,0.2813933789730072,0.42833760380744934,0,0.7929903864860535,0.36428719758987427,0,0
0,0.775,1,0.725383,0.636667,0.111329,3982,-0.2696395567829308,0.10411521792411804,-0.3737547747070488,0.591441810131073,0.13067317008972168,0.3906404972076416,0,1.1503808498382568,0.5993164777755737,0,0
0,0.764167,2,0.720967,0.677083,0.207092,3974,-0.27376920406191785,-0.2712520360946655,-0.0025171679672523206,1.527585506439209,0,0.9873868823051453,0,1.2611806392669678,0.1168384701013565,0,0
0,0.715,1,0.643942,0.305,0.292287,4968,0.23933947035222333,0.24570029973983765,-0.006360829387614314,0,0,0,0,0.7923547625541687,0.5506826639175415,0,0
0,0.62,1,0.587133,0.354167,0.253121,5312,0.4169143033486665,0.2858969271183014,0.13101737623036513,0,0,0,0.1313326358795166,0.1909337043762207,0.3133695423603058,0,0
0,0.635,1,0.594696,0.45625,0.123142,5342,0.43240048064486797,0.37863457202911377,0.0537659086157542,0,0,0.04015326499938965,0,0.2509767413139343,0.32839977741241455,0,0
0,0.648333,2,0.616804,0.6525,0.138692,4906,0.20733470394007367,0.10358123481273651,0.10375346912733716,0.9224154353141785,0.12989133596420288,1.2006369829177856,0,0.48049396276474,0,0,0.2917543649673462
0,0.678333,1,0.621858,0.6,0.121896,4548,0.022532988205403108,0.3069351315498352,-0.2844021433444321,0.23981726169586182,0.09179581701755524,0.31841254234313965,0,0.4537279009819031,0.2869807779788971,0,0
0,0.7075,1,0.65595,0.597917,0.187808,4833,0.16965167251931682,0.06521056592464447,0.10444110659467234,0.5042294263839722,0,0.031181005761027336,0,0.6672702431678772,0.3558972477912903,0,0
0,0.775833,1,0.727279,0.622083,0.136817,4401,-0.053349280545983965,0.037724852561950684,-0.09107413310793465,0.6076015830039978,0,0.2610398530960083,0,1.16217041015625,0.602501392364502,0,0
0,0.808333,2,0.757579,0.568333,0.149883,3915,-0.30422535274444734,-0.0417514443397522,-0.26247390840469514,0.9595944285392761,0,1.0640696287155151,0,1.6182506084442139,0.3908546566963196,0.2215297371149063,0
0,0.755,1,0.703292,0.605,0.140554,4586,0.042148812780591606,0.08841961622238159,-0.046270803441789986,0.4959731698036194,0,0.229913130402565,0,1.0117886066436768,0.538840651512146,0,0
0,0.725,1,0.678038,0.654583,0.15485,4966,0.23830705853247655,0.06290782988071442,0.17539922865176213,0.6937160491943359,0.05673859268426895,0.239659383893013,0,0.7832052111625671,0.392316073179245,0,0
0,0.6925,1,0.643325,0.747917,0.163567,4460,-0.022893131863454458,0.03731843829154968,-0.06021157015500414,1.0711455345153809,0.35454076528549194,0.36257827281951904,0,0.4991225600242615,0.17867645621299744,0,0
0,0.635,1,0.601654,0.494583,0.30535,5020,0.2661821776656392,0.2144397795200348,0.051742398145604385,0.22936952114105225,0,0,0.024953767657279968,0.22422915697097778,0.18723821640014648,0,0
0,0.604167,1,0.591546,0.507083,0.269283,4891,0.19959161529197295,0.2377881109714508,-0.03819649567947786,0.08574236184358597,0,0,0.12256191670894623,0.05553406476974487,0.151804119348526,0,0
0,0.626667,1,0.587754,0.471667,0.167912,5180,0.3487751232453802,0.3559627830982208,-0.007187659852840644,0,0,0,0,0.18090951442718506,0.25899767875671387,0,0
0,0.628333,2,0.595346,0.688333,0.206471,3767,-0.3806238274057078,-0.04638558626174927,-0.33423824114395856,1.255385160446167,0,0.9895933270454407,0,0.3063458204269409,0,0,0.3809778690338135
0,0.649167,1,0.600383,0.735833,0.143029,4844,0.17532993752792403,0.19819264113903046,-0.022862703611106427,0.8504542708396912,0.441956490278244,0.429118812084198,0,0.1974390745162964,0.06058286130428314,0,0
0,0.696667,1,0.643954,0.670417,0.119408,5119,0.3172865627431039,0.22107775509357452,0.09620880764952938,0.5911428332328796,0.29339879751205444,0.42789164185523987,0,0.5626296401023865,0.28987619280815125,0,0
0,0.699167,2,0.645846,0.666667,0.102,4744,0.12370934654058588,0.10945761203765869,0.014251734502927188,1.0024553537368774,0.33063775300979614,1.4318461418151855,0,0.7883848547935486,0,0.06800566613674164,0.20394258201122284
0,0.635,2,0.595346,0.74625,0.155475,4010,-0.2551857913064761,-0.0553605854511261,-0.19982520585535002,1.3757985830307007,0.3938789963722229,1.3074266910552979,0,0.31752103567123413,0,0,0.5937860608100891
0,0.680833,2,0.637646,0.770417,0.171025,4835,0.1706840843390636,-0.23275446891784668,0.40343855325691025,1.6433627605438232,0.3706737756729126,1.2894282341003418,0,0.6241642832756042,0,0,0.5179731845855713
0,0.733333,1,0.693829,0.7075,0.172262,4507,0.0013685459005944698,-0.05154752731323242,0.052916073213826895,1.0033209323883057,0.1236533597111702,0.23064923286437988,0,0.83501797914505,0.375927209854126,0,0
0,0.728333,2,0.693833,0.703333,0.238804,4790,0.14745481839476143,-0.3602728247642517,0.5077276431590132,1.6587077379226685,0,0.8782632946968079,0,1.0092015266418457,0,0,0.10742868483066559
0,0.724167,1,0.656583,0.573333,0.222025,4991,0.2512122062793111,0.010596752166748047,0.24061545411256308,0.5511665344238281,0,0,0,0.7521790862083435,0.3699357211589813,0,0
0,0.695,1,0.643313,0.483333,0.209571,5202,0.3601316532625946,0.23507213592529297,0.12505951733730164,0.024916701018810272,0,0,0,0.627417266368866,0.4135131537914276,0,0
0,0.68,1,0.637629,0.513333,0.0945333,5305,0.41330086197955285,0.381942480802536,0.031358381177016836,0,0,0.2490069419145584,0,0.5465263724327087,0.43546950817108154,0,0
0,0.6825,2,0.637004,0.658333,0.107588,4708,0.10512593378514415,0.12233597040176392,-0.017210036616619767,0.9385108351707458,0.2770507335662842,1.3742091655731201,0,0.6918571591377258,0,0.03331845998764038,0.22949548065662384
0,0.744167,1,0.692558,0.634167,0.144283,4648,0.07415357919274125,0.0731339156627655,0.0010196635299757478,0.6150109171867371,0.028382569551467896,0.2619726061820984,0,0.9200388789176941,0.47128188610076904,0,0
0,0.728333,1,0.654688,0.497917,0.261821,5225,0.37200438918968237,0.07197803258895874,0.30002635660072363,0.3495263159275055,0,0,0,0.7958735823631287,0.41613632440567017,0,0
0,0.696667,1,0.637008,0.434167,0.185312,5515,0.521704103052963,0.26198309659957886,0.25972100645338414,0,0,0,0,0.6453855633735657,0.46278905868530273,0,0
0,0.7225,1,0.652162,0.39625,0.102608,5362,0.4427245988423356,0.30690136551856995,0.13582323332376567,0,0,0.10900124907493591,0,0.8333489298820496,0.613390326499939,0.017264999449253082,0
0,0.738333,1,0.667308,0.444583,0.115062,5119,0.3172865627431039,0.26981300115585327,0.047473561587250634,0,0,0.1362595111131668,0,0.9209398627281189,0.6079384088516235,0,0
0,0.716667,2,0.668575,0.6825,0.228858,4649,0.07466978510261464,-0.23132890462875366,0.3059986897313683,1.5148906707763672,0,0.9266960024833679,0,0.9015616774559021,0,0,0.06632028520107269
0,0.726667,2,0.665417,0.637917,0.0814792,6043,0.7942608234661084,0.23823991417884827,0.5560209092872601,0.8757990598678589,0.31664615869522095,1.4901561737060547,0,0.9819926619529724,0.06559154391288757,0.22059251368045807,0.047998130321502686
0,0.746667,1,0.696338,0.590417,0.126258,4665,0.08292907966058874,0.1570988893508911,-0.07416980969030237,0.364105224609375,0,0.2611679434776306,0,0.9643777012825012,0.538803219795227,0,0
0,0.72,1,0.685633,0.743333,0.149883,4629,0.06434566690514701,0.013042271137237549,0.05130339576790946,1.0602692365646362,0.3246968984603882,0.3642377555370331,0,0.7390043139457703,0.32442739605903625,0,0
0,0.75,1,0.686871,0.65125,0.1592,4592,0.045246048239831894,0.012257516384124756,0.03298853185570714,0.7613662481307983,0.04907628893852234,0.26251542568206787,0,0.9221083521842957,0.4326149821281433,0,0
0,0.709167,2,0.670483,0.757917,0.225129,4040,-0.23969961401027468,-0.3968777060508728,0.15717809204059813,1.821307897567749,0.07344745844602585,1.0347020626068115,0,0.83723384141922,0,0,0.34312814474105835
0,0.733333,1,0.664158,0.609167,0.167912,5336,0.4293032451856277,0.06392152607440948,0.3653817191112182,0.5637929439544678,0,0.17963506281375885,0,0.8051547408103943,0.3966858685016632,0,0
0,0.7475,1,0.690025,0.578333,0.183471,4881,0.19442955619323912,0.019419878721237183,0.17500967747200194,0.4981977939605713,0,0.03155217692255974,0,0.9491950869560242,0.49609091877937317,0,0
0,0.7625,1,0.729804,0.635833,0.282337,4086,-0.21595414215609912,-0.2157151699066162,-2.3897224948291051e-4,1.0913580656051636,0,0,0,1.0794179439544678,0.48986390233039856,0,0
0,0.794167,1,0.739275,0.559167,0.200254,4258,-0.1271667256578775,-0.07188558578491211,-0.0552811398729654,0.5708642601966858,0,0,0,1.2976391315460205,0.6670712232589722,0,0
0,0.746667,1,0.689404,0.631667,0.146133,4342,-0.08380542922851347,0.06848010420799255,-0.15228553343650603,0.6192198991775513,0.02659662440419197,0.26706504821777344,0,0.9243343472480774,0.465606689453125,0,0
0,0.680833,1,0.635104,0.47625,0.240667,5084,0.29921935589753557,0.24095822870731354,0.05826112719022203,0.05488850921392441,0,0,0,0.5397117733955383,0.36854007840156555,0,0
0,0.663333,1,0.624371,0.59125,0.182833,5538,0.5335768389800507,0.16719534993171692,0.3663814890483338,0.3473428189754486,0,0.007248349487781525,0,0.38619405031204224,0.25220659375190735,0,0
0,0.686667,1,0.638263,0.585,0.208342,5923,0.7323161142813026,0.09302112460136414,0.6392949896799385,0.46063244342803955,0,0,0,0.5287020802497864,0.2938999831676483,0,0
0,0.719167,1,0.669833,0.604167,0.245033,5302,0.41175224424993273,-0.04537224769592285,0.4571244919458556,0.7401658296585083,0,0,0,0.7454807162284851,0.35644418001174927,0,0
0,0.746667,1,0.703925,0.65125,0.215804,4458,-0.023925543683201222,-0.13624203205108643,0.1123164883678852,0.9198121428489685,0,0,0,0.9423555731773376,0.43880075216293335,0,0
0,0.776667,1,0.747479,0.650417,0.1306,4541,0.01891954683628944,0.017221271991729736,0.001698274844559703,0.7049855589866638,0.037261348217725754,0.2737829387187958,0,1.2057251930236816,0.6335612535476685,0,0
0,0.768333,1,0.74685,0.707083,0.113817,4332,-0.08896748832724728,0.037210613489151,-0.12617810181639827,0.8840441107749939,0.2689615488052368,0.4098583161830902,0,1.141693115234375,0.5812016725540161,0,0
0,0.815,2,0.826371,0.69125,0.222021,3784,-0.37184832693786035,-0.45495086908340454,0.08310254214554419,1.7195311784744263,0,0.783035933971405,0,1.758169174194336,0.41036880016326904,0,0
0,0.848333,1,0.840896,0.580417,0.1331,3387,-0.5767820731575928,-0.07656103372573853,-0.5002210394318543,0.5463051199913025,0,0.08117613196372986,0,1.8089978694915771,1.0002716779708862,0,0
0,0.849167,1,0.804287,0.5,0.131221,3285,-0.6294350759646776,0.027196526527404785,-0.6566316024920824,0.20316684246063232,0,0.07171054929494858,0,1.7563788890838623,0.9832669496536255,0,0
0,0.83,1,0.794829,0.550833,0.169171,3606,-0.4637329788953222,-0.08131295442581177,-0.38242002446951046,0.503515362739563,0,0,0,1.6143558025360107,0.869349479675293,0,0
0,0.743333,1,0.720958,0.757083,0.0908083,3840,-0.342940795984951,0.12215858697891235,-0.46509938296386333,0.9803927540779114,0.5460394024848938,0.5875056385993958,0,0.939798891544342,0.4606556296348572,0,0
0,0.771667,1,0.696979,0.540833,0.200258,4590,0.044213636420085134,-0.00965455174446106,0.053868188164546194,0.4492384195327759,0,0,0,1.0935478210449219,0.556557297706604,0,0
0,0.775,1,0.690667,0.402917,0.183463,4656,0.0782832264717283,0.15914851427078247,-0.08086528779905416,0,0,0,0,1.1595268249511719,0.6904489994049072,0,0
0,0.779167,1,0.7399,0.583333,0.178479,4390,-0.05902754555459116,-0.045133769512176514,-0.013893776042414645,0.5657641291618347,0,0.002850007265806198,0,1.2220218181610107,0.6496061086654663,0,0
0,0.838333,1,0.785967,0.5425,0.174138,3846,-0.3398435605257107,-0.10014000535011292,-0.23970355517559777,0.5125955939292908,0,0,0,1.6331017017364502,0.8557002544403076,0,0
0,0.804167,1,0.728537,0.465833,0.168537,4475,-0.015150043215353737,0.0825546383857727,-0.09770468160112644,0.08392583578824997,0,0,0,1.3643217086791992,0.7587372064590454,0,0
0,0.805833,1,0.729796,0.480833,0.164813,4302,-0.10445366562344872,0.06014356017112732,-0.16459722579457603,0.14424708485603333,0,0.0015919916331768036,0,1.3687853813171387,0.7507290840148926,0,0
0,0.771667,1,0.703292,0.550833,0.156717,4266,-0.12303707837889047,0.07540270686149597,-0.19843978524038644,0.35170161724090576,0,0.12619143724441528,0,1.111534595489502,0.5927472710609436,0,0
0,0.783333,1,0.707071,0.49125,0.20585,4845,0.1758461434377974,0.038763850927352905,0.1370822925104445,0.2701970934867859,0,0,0,1.195648431777954,0.6370558738708496,0,0
0,0.731667,2,0.679937,0.6575,0.135583,3574,-0.48025156801127045,-0.0021659135818481445,-0.4780856544294223,1.1418471336364746,0.12985530495643616,1.2737385034561157,0,1.0253453254699707,0.05238047242164612,0.023995421826839447,0.047254353761672974
0,0.71,2,0.664788,0.7575,0.19715,4576,0.03698675368185779,-0.32273662090301514,0.3597233745848729,1.7367790937423706,0.20157627761363983,1.1665525436401367,0,0.8307099938392639,0,0,0.36217814683914185
0,0.710833,1,0.656567,0.630833,0.184696,4866,0.1866864675451384,0.034912437200546265,0.15177403034459214,0.6532046794891357,0,0.10399126261472702,0,0.6693078875541687,0.32893243432044983,0,0
0,0.716667,2,0.676154,0.755,0.22825,4294,-0.10858331290243578,-0.40965330600738525,0.3010699931049495,1.8366142511367798,0.04931405931711197,1.02218759059906,0,0.8873148560523987,0,0,0.3065817356109619
0,0.7425,1,0.715292,0.752917,0.201487,3785,-0.37133212102798696,-0.2012764811515808,-0.17005563987640615,1.315111756324768,0.10525572299957275,0.14745309948921204,0,0.907051146030426,0.3750067353248596,0,0
0,0.765,1,0.703283,0.592083,0.192175,4326,-0.09206472378648757,-0.05047202110290527,-0.0415927026835823,0.6316624283790588,0,0.029280081391334534,0,1.0563080310821533,0.5236103534698486,0,0
0,0.775,1,0.724121,0.570417,0.151121,4602,0.05040810733856571,0.054835498332977295,-0.004427390994411584,0.4184361696243286,0,0.1278073638677597,0,1.1722233295440674,0.6354224681854248,0,0
0,0.766667,1,0.684983,0.424167,0.200258,4780,0.1422927592960276,0.158357173204422,-0.016064413908394387,0,0,0,0,1.094085693359375,0.6373202204704285,0,0
0,0.7175,1,0.651521,0.42375,0.164796,4792,0.1484872302145082,0.24183925986289978,-0.0933520296483916,0,0,0,0,0.7866726517677307,0.5394710302352905,0,0
0,0.708333,1,0.654042,0.415,0.125621,4905,0.2068184980302003,0.2742304503917694,-0.0674119523615691,0,0,0,0,0.7607532143592834,0.5753337740898132,0,0
0,0.685833,2,0.645858,0.729583,0.211454,4150,-0.1829169639242027,-0.25418126583099365,0.07126430190679095,1.5961689949035645,0.06668920069932938,1.0507922172546387,0,0.6814929842948914,0,0,0.33332782983779907
0,0.676667,2,0.624388,0.8175,0.222633,3820,-0.35326491418241857,-0.3876637816429138,0.03439886746049525,2.017765998840332,0.3423233926296234,1.1829969882965088,0,0.5412436127662659,0,0,0.605627179145813
0,0.665833,1,0.616167,0.712083,0.208954,4338,-0.085870252868007,-0.016118288040161133,-0.06975196482784586,0.9916890263557434,0.08938288688659668,0.12565848231315613,0,0.31632012128829956,0.09359055757522583,0,0
0,0.700833,1,0.645837,0.578333,0.236329,4725,0.11390143425299162,0.03892022371292114,0.07498121054007048,0.5567519664764404,0,0,0,0.6125088334083557,0.3114006817340851,0,0
0,0.723333,1,0.666671,0.575417,0.143667,4694,0.0978990510469168,0.17602995038032532,-0.07813089933340851,0.3018297553062439,0,0.1876995861530304,0,0.7848567366600037,0.44696488976478577,0,0
0,0.711667,1,0.662258,0.654583,0.233208,3805,-0.3610080028305193,-0.09690994024276733,-0.264098062587752,0.9139184355735779,0,0,0,0.6695924401283264,0.28875139355659485,0,0
0,0.685,2,0.633221,0.722917,0.139308,4153,-0.18136834619458256,-0.06061661243438721,-0.12075173376019535,1.3425004482269287,0.36833232641220093,1.3672065734863281,0,0.6588161587715149,0,0,0.38050204515457153
0,0.6975,1,0.648996,0.674167,0.104467,5191,0.35445338825398737,0.25818538665771484,0.09626800159627252,0.5596442222595215,0.35209694504737854,0.48175379633903503,0,0.5798997282981873,0.3102888762950897,0,0
0,0.710833,1,0.675525,0.77,0.248754,3873,-0.32590600095912936,-0.2833184003829956,-0.042587600576133755,1.475318193435669,0.025421369820833206,0.010283045470714569,0,0.6437364220619202,0.19855660200119019,0,0
0,0.691667,1,0.638254,0.47,0.27675,4758,0.1309362292788132,0.1825820654630661,-0.05164583618425289,0.17170488834381104,0,0,0,0.5953810811042786,0.3661174178123474,0,0
0,0.640833,1,0.606067,0.455417,0.146763,5895,0.7178623488048479,0.3511033058166504,0.3667590429881975,0,0,0,0,0.30407047271728516,0.3479398488998413,0,0
0,0.673333,1,0.630692,0.605,0.253108,5130,0.3229648277517111,0.03791838884353638,0.2850464389081747,0.6590161323547363,0,0,0,0.4318236708641052,0.21502849459648132,0,0
0,0.684167,2,0.645854,0.771667,0.210833,3542,-0.4967701571272186,-0.3366008996963501,-0.16016925743086852,1.7800896167755127,0.19831040501594543,1.1155811548233032,0,0.6542413830757141,0,0,0.47382253408432007
0,0.7,1,0.659733,0.76125,0.0839625,4661,0.08086425602109522,0.2437557429075241,-0.1628914868864289,0.8895285725593567,0.6815667152404785,0.6788142323493958,0,0.5814229846000671,0.2677393853664398,0,0
0,0.68,2,0.635556,0.85,0.375617,1115,-1.7496019003899155,-0.7673940658569336,-0.9822078345329819,2.654384136199951,0,0.5922178030014038,0,0.5477200150489807,0,0,0.5341659784317017
0,0.707059,1,0.647959,0.561765,0.304659,4334,-0.08793507650750053,-0.029975086450576782,-0.057959990056923746,0.7162747383117676,0,0,0,0.6443714499473572,0.29200175404548645,0,0
0,0.636667,1,0.607958,0.554583,0.159825,4634,0.06692669645451392,0.3135110139846802,-0.24658431753016624,0.039078302681446075,0,0.01385098323225975,0,0.24150902032852173,0.2427152693271637,0,0
0,0.639167,1,0.594704,0.548333,0.125008,5204,0.36116406508234133,0.39266347885131836,-0.031499413768977025,0,0,0.19131436944007874,0,0.2269277572631836,0.2379569709300995,0,0
0,0.656667,1,0.611121,0.597917,0.0833333,5058,0.28579800224082763,0.4611796736717224,-0.17538167143089478,0.05002608150243759,0.23058173060417175,0.440612256526947,0,0.33284372091293335,0.27192485332489014,0,0
0,0.655,1,0.614921,0.639167,0.141796,5115,0.3152217391036104,0.25467461347579956,0.06054712562781084,0.4155821204185486,0.1127200722694397,0.2537086606025696,0,0.3070952892303467,0.20091930031776428,0,0
0,0.643333,2,0.604808,0.727083,0.139929,4727,0.11493384607273839,-0.010970383882522583,0.12590422995526096,1.2578877210617065,0.38407739996910095,1.3356941938400269,0,0.3915371298789978,0,0,0.5294122695922852
0,0.669167,1,0.633213,0.716667,0.185325,4484,-0.010504190026493304,0.03401485085487366,-0.04451904088136696,0.9355928301811218,0.1559305638074875,0.18757085502147675,0,0.37692373991012573,0.15304788947105408,0,0
0,0.709167,1,0.665429,0.742083,0.206467,4940,0.22488570487576864,-0.1259831190109253,0.35086882388669394,1.2160395383834839,0.1323225498199463,0.1620742529630661,0,0.6293025612831116,0.22628805041313171,0,0
0,0.673333,2,0.625646,0.790417,0.212696,3351,-0.5953654859130345,-0.32145988941192627,-0.27390559650110824,1.8524324893951416,0.2873976230621338,1.1667126417160034,0,0.5432237982749939,0,0,0.5477046966552734
0,0.54,3,0.5152,0.886957,0.343943,2710,-0.926253474141872,-1.198426604270935,0.2721731301290631,2.8613810539245605,0.11816766858100891,1.6713218688964844,0,0,0,0,2.341060161590576
0,0.599167,3,0.544229,0.917083,0.0970208,1996,-1.2948244937914664,-0.6918285489082336,-0.6029959448832327,2.369767189025879,1.2241642475128174,2.802642822265625,0,0.15454941987991333,0,0.1350744068622589,2.5097358226776123
0,0.633913,3,0.555361,0.939565,0.192748,1842,-1.374320203911967,-0.9653722047805786,-0.40894799913138846,2.8729703426361084,0.943547248840332,2.518139600753784,0,0.3188173174858093,0,0,2.338526725769043
0,0.65,2,0.578946,0.897917,0.124379,3544,-0.4957377453074719,-0.22930282354354858,-0.2664349217639233,2.021029233932495,1.0679430961608887,1.7668116092681885,0,0.2781597971916199,0,0,1.019988775253296
0,0.66,1,0.607962,0.75375,0.153608,5345,0.43394909837448814,0.13300451636314392,0.3009445820113442,0.9926854968070984,0.45406192541122437,0.42356041073799133,0,0.2569723129272461,0.06306608021259308,0,0
0,0.653333,1,0.609229,0.71375,0.115054,5046,0.27960353132234705,0.286185085773468,-0.006581554451120963,0.6676862239837646,0.4668721556663513,0.49285992980003357,0,0.2538489103317261,0.1279018670320511,0,0
0,0.644348,1,0.60213,0.692174,0.088913,4713,0.10770696333451105,0.3979191780090332,-0.2902122146745222,0.46454620361328125,0.507442057132721,0.5594521164894104,0,0.20806503295898438,0.14194677770137787,0,0
0,0.650833,1,0.603554,0.7125,0.141804,4763,0.13351725882818014,0.2145180106163025,-0.08100075178812235,0.743540346622467,0.3676164150238037,0.3922780156135559,0,0.224362313747406,0.09432674944400787,0,0
0,0.673333,1,0.6269,0.697083,0.1673,4785,0.1448737888453945,0.10177266597747803,0.04310112286791648,0.8062220215797424,0.1918802708387375,0.2600341737270355,0,0.39165979623794556,0.17021752893924713,0,0
0,0.5775,2,0.553671,0.709167,0.271146,3659,-0.436374065672033,-0.13047140836715698,-0.30590265730487604,1.4318296909332275,0,0.7384371161460876,0,0,0,0,0.5286533236503601
0,0.469167,2,0.461475,0.590417,0.164183,4760,0.13196864109856,-0.09100985527038574,0.22297849636894573,0.2910885214805603,0,0.943741500377655,0.40857094526290894,0,0,0,0.6055577993392944
0,0.491667,2,0.478512,0.718333,0.189675,4511,0.0034333695400879955,-0.26945245265960693,0.2728858221996949,1.0082361698150635,0.2413598597049713,1.0586462020874023,0.2382279634475708,0,0,0,0.9082926511764526
0,0.5075,1,0.490537,0.695,0.178483,4274,-0.11890743109990341,-0.08764201402664185,-0.03126541707326157,0.42850035429000854,0.22708696126937866,0.13873562216758728,0.44910579919815063,0,0,0,0
0,0.549167,2,0.529675,0.69,0.151742,4539,0.017887135016542675,0.1059451550245285,-0.08805802000798582,0.8963707089424133,0.26300349831581116,1.1806801557540894,0,0,0,0,0.6915491819381714
0,0.561667,2,0.532217,0.88125,0.134954,3641,-0.4456657720497539,-0.24508798122406006,-0.20057779082569382,1.7461928129196167,0.9460007548332214,1.5818179845809937,0,0,0,0,1.2642099857330322
0,0.595,2,0.550533,0.9,0.0964042,4352,-0.07864337012977966,-0.14973503351211548,0.07109166338233582,1.7959740161895752,1.1672996282577515,1.809292197227478,0,0,0,0,1.2520629167556763
0,0.628333,2,0.554963,0.902083,0.128125,4795,0.15003584794412833,-0.18525749444961548,0.3352933423937438,2.003309965133667,1.094818115234375,1.767095685005188,0,0.11401975154876709,0,0,1.0864461660385132
0,0.609167,2,0.522125,0.9725,0.0783667,2395,-1.0888583357519872,-0.1749119758605957,-0.9139463598913915,2.129401683807373,1.5731174945831299,2.1229326725006104,0,0,0,0,1.3998018503189087
0,0.606667,2,0.564412,0.8625,0.0783833,5423,0.4742131593446119,-0.055379629135131836,0.5295927884797438,1.5939995050430298,1.1033384799957275,1.8148483037948608,0,0.06428354978561401,0,0,1.1249196529388428
0,0.634167,2,0.572637,0.845,0.0503792,5010,0.2610201185669053,0.027867913246154785,0.23315220532075054,1.502339243888855,1.1867159605026245,1.9550460577011108,0,0.22451305389404297,0,0,0.9966051578521729
0,0.649167,2,0.589042,0.848333,0.1107,4630,0.06486187281502039,-0.1375749111175537,0.20243678393257408,1.7431635856628418,0.9368025064468384,1.7107781171798706,0,0.32548987865448,0,0,0.8975720405578613
0,0.636667,2,0.574525,0.885417,0.118171,4120,-0.19840314122040414,-0.18838953971862793,-0.010013601501776215,1.9076156616210938,1.0419137477874756,1.7467423677444458,0,0.2120654582977295,0,0,1.038161277770996
0,0.635,2,0.575158,0.84875,0.148629,3907,-0.3083550000234344,-0.17947450280189514,-0.12888049722153927,1.8327925205230713,0.8002703189849854,1.5583922863006592,0,0.21866101026535034,0,0,0.8955622911453247
0,0.616667,1,0.574512,0.699167,0.172883,4839,0.1727489079785571,0.20370984077453613,-0.03096093279597903,0.6994131207466125,0.22205853462219238,0.2331066131591797,0,0,0,0,0
0,0.564167,1,0.544829,0.6475,0.206475,5202,0.3601316532625946,0.03026437759399414,0.32986727566860047,0.4348521828651428,0,0,0.19156202673912048,0,0,0,0
0,0.41,2,0.412863,0.75375,0.292296,2429,-1.0713073348162923,-1.0679558515548706,-0.0033514832614216505,1.2955505847930908,0,0.6595674157142639,0.8002959489822388,0,0,0,1.1550462245941162
0,0.356667,2,0.345317,0.791667,0.222013,2918,-0.8188826448882087,-1.1815195083618164,0.3626368634736077,1.1302319765090942,0.4756222665309906,1.05130934715271,1.0101159811019897,0,0,0,1.4849215745925903
0,0.384167,2,0.392046,0.760833,0.0833458,3570,-0.48231639165076395,-0.5951347351074219,0.11281834345665792,0.5995030403137207,0.8502360582351685,1.5037298202514648,0.6673412322998047,0,0,0,1.4976106882095337
0,0.484167,1,0.472858,0.71,0.205854,4456,-0.024957955502947986,-0.2689278721809387,0.24396991667799073,0.5257880091667175,0.17270779609680176,0.03717973828315735,0.6027710437774658,0,0,0,0
0,0.538333,1,0.527138,0.647917,0.17725,4826,0.16603823115020316,0.019408226013183594,0.14663000513701957,0.2783856987953186,0.03624240309000015,0.04883132129907608,0.2922852337360382,0,0,0,0
0,0.494167,1,0.480425,0.620833,0.134954,4765,0.1345496706479269,-0.004493802785873413,0.1390434734338003,0,0.17267614603042603,0.1883033812046051,0.512141227722168,0,0,0,0
0,0.510833,1,0.504404,0.684167,0.0223917,4985,0.2481149708200708,0.4568083882331848,-0.208693417413114,0,0.7835211157798767,0.7214921116828918,0.22112827003002167,0,0,0,0
0,0.521667,1,0.513242,0.70125,0.0454042,5409,0.46698627660638453,0.44460704922676086,0.022379227379623667,0.06025407463312149,0.7397612929344177,0.6605609059333801,0.1802569031715393,0,0,0,0
0,0.540833,1,0.523983,0.7275,0.06345,5511,0.5196392794134694,0.4502050280570984,0.06943425135637105,0.2868707776069641,0.7543071508407593,0.6526776552200317,0.08703689277172089,0,0,0,0
0,0.570833,1,0.542925,0.73375,0.0423042,5117,0.3162541509233572,0.558824360370636,-0.2425702094472788,0.3249136209487915,0.8590136170387268,0.7783559560775757,0,0,0,0,0
0,0.566667,2,0.546096,0.80875,0.143042,4563,0.030276076853503833,-0.11723801493644714,0.14751409178995098,1.4485538005828857,0.6557599306106567,1.4067590236663818,0,0,0,0,1.0251266956329346
0,0.543333,3,0.517717,0.90625,0.24815,2416,-1.078018011644646,-1.0416055917739868,-0.03641241987065924,2.6523079872131348,0.5604110956192017,2.0917952060699463,0,0,0,0,2.5014657974243164
0,0.589167,2,0.551804,0.896667,0.141787,2913,-0.8214636744375756,-0.2534547448158264,-0.5680089296217492,1.906916856765747,0.9613456130027771,1.5997806787490845,0,0,0,0,1.2160873413085938
0,0.550833,2,0.529675,0.71625,0.223883,3644,-0.4441171543201337,-0.09266862273216248,-0.35144853158797124,1.2500207424163818,0.06017982214689255,0.9354059100151062,0,0,0,0,0.684258759021759
0,0.506667,1,0.498725,0.483333,0.258083,5217,0.3678747419106953,-0.21111392974853516,0.5789886716592305,0,0,0,0.6792724132537842,0,0,0,0
0,0.511667,1,0.503154,0.486667,0.281717,5041,0.27702250177298016,-0.21145492792129517,0.4884774296942753,0,0,0,0.6797352433204651,0,0,0,0
